Category Level 1,Category Level 2,Category Level 3,Barserial,Name,Quantity,Retail,Cost,VAT,Net,Total Margin,Margin %
Jewellery & Watches,Bangles,,BBTXD7285028C,Michael Kors,1,£49.99,£49.99,£0.00,£49.99,£0.00,0.00%
Jewellery & Watches,Bangles,,BBTXA49B5E66C,sterling silver thick bangle,1,£29.99,£15.00,£2.50,£27.49,£12.49,45.44%
Jewellery & Watches,Bangles,,BBTXCEEF2DAF0,pandora Bangle,1,£49.99,£15.00,£5.83,£44.16,£29.16,66.03%
Jewellery & Watches,Bangles,,BBTXA179FFEDD,Bangles,1,£10.00,£4.00,£1.00,£9.00,£5.00,55.56%
Jewellery & Watches,Bangles,,BBTXKWH1KGGOS,silver bangle hallmarked 999 (japenese),1,£149.99,£30.00,£20.00,£129.99,£99.99,76.92%
Jewellery & Watches,Bangles,,BBTXJWIDMEYEN,Bangles,1,£9.99,£5.00,£0.83,£9.16,£4.16,45.40%
Jewellery & Watches,Bangles,,BBTXPZW51ZCNC,GOLD PLATED BANGLE,1,£24.99,£10.00,£2.50,£22.49,£12.49,55.54%
Jewellery & Watches,Bangles,,BBTXR8XPAF7UX,moon star Bangles,1,£44.99,£10.00,£5.83,£39.16,£29.16,74.46%
Jewellery & Watches,Bangles,,BBTXH36IKSVSN,Tissot watch PR100,1,£110.00,£45.00,£10.83,£99.17,£54.17,54.62%
Jewellery & Watches,Bracelets,,BBTXYYE3FYPV9,Juicy Couture Bracelet,1,£19.99,£2.50,£2.91,£17.08,£14.58,85.36%
Jewellery & Watches,Bracelets,,BBTXM4RULGWQN,Bracelets,1,£29.99,£15.00,£2.50,£27.49,£12.49,45.44%
Jewellery & Watches,Bracelets,,BBTXSTYVQEUZS,Swarofski Bracelet and Green Stones,1,£29.99,£10.00,£3.33,£26.66,£16.66,62.49%
Jewellery & Watches,Bracelets,,BBTXKKSFCZAML,I <3 Mum Bracelet,1,£19.99,£10.00,£1.66,£18.32,£8.32,45.43%
Jewellery & Watches,Bracelets,,BBTX1GQYX6KSK,Pandora Bracelet and Charms,1,£29.99,£15.00,£2.50,£27.49,£12.49,45.44%
Jewellery & Watches,Bracelets,,BBTXXFLX7I8BW,Charm Bracelet,-1,-£24.99,-£10.00,-£2.50,-£22.49,-£12.49,55.54%
Jewellery & Watches,Bracelets,,BBTX035106FBA,Pandora Bracelet,2,£39.98,£20.00,£3.33,£36.65,£16.65,45.43%
Jewellery & Watches,Bracelets,,BBTX658289E8A,Silver Bracelet,1,£9.99,£2.50,£1.25,£8.74,£6.24,71.40%
Jewellery & Watches,Bracelets,,BBTX9165644DF,Bracelets,2,£9.98,£4.00,£1.00,£8.98,£4.98,55.47%
Jewellery & Watches,Bracelets,,BBTXE6F1335D8,Pandora Bracelet,1,£49.99,£10.00,£6.66,£43.32,£33.32,76.92%
Jewellery & Watches,Bracelets,,BBTX8F293CA56,2.36g 9ct Bracelet,1,£59.99,£20.00,£6.66,£53.32,£33.32,62.49%
Jewellery & Watches,Bracelets,,BBTXDE3938E87,9 Carat gold bracelet with 375 hallmark some stones missing 12.8g,1,£310.00,£155.00,£25.83,£284.17,£129.17,45.45%
Jewellery & Watches,Bracelets,,BBTX54CAA53EA,pandora bracelet with 6 charms,1,£150.00,£50.00,£16.67,£133.33,£83.33,62.50%
Jewellery & Watches,Bracelets,,BBTX48E13C770,Bracelet and earring,1,£129.99,£40.00,£15.00,£114.99,£74.99,65.21%
Jewellery & Watches,Bracelets,,BBTX5685D1AC9,Bracelets,1,£79.99,£35.00,£7.50,£72.49,£37.49,51.72%
Jewellery & Watches,Bracelets,,BBTXF3A2EAE32,Charm Bracelet With Heart Pendant,-1,-£14.99,-£5.00,-£1.66,-£13.33,-£8.33,62.48%
Jewellery & Watches,Bracelets,,BBTX67A1CE18F,dress Bracelet,1,£14.99,£5.00,£1.66,£13.33,£8.33,62.48%
Jewellery & Watches,Bracelets,,BBTXA3E014420,Bracelets,1,£14.99,£5.00,£1.66,£13.33,£8.33,62.48%
Jewellery & Watches,Bracelets,,BBTX9EFA8F5BA,Bracelets,1,£19.99,£10.00,£1.66,£18.32,£8.32,45.43%
Jewellery & Watches,Bracelets,,BBTX856119F8F,pandora bracelet with 3 charms,1,£79.99,£25.00,£9.16,£70.82,£45.82,64.70%
Jewellery & Watches,Bracelets,,BBTX70C736171,"Dress jewlery, bracelet",1,£2.99,£0.50,£0.42,£2.58,£2.08,80.58%
Jewellery & Watches,Bracelets,,BBTX35797BAD6,Bracelets,1,£2.99,£0.50,£0.42,£2.58,£2.08,80.58%
Jewellery & Watches,Bracelets,,BBTX922FE8131,Bracelets,1,£2.99,£0.50,£0.42,£2.58,£2.08,80.58%
Jewellery & Watches,Bracelets,,BBTX2ACCA504A,Bracelets,1,£2.99,£0.50,£0.42,£2.58,£2.08,80.58%
Jewellery & Watches,Bracelets,,BBTX62E8AF843,Bracelets,1,£2.99,£0.50,£0.42,£2.58,£2.08,80.58%
Jewellery & Watches,Bracelets,,BBTXBD1D8AF38,Bracelets,1,£2.99,£0.50,£0.42,£2.58,£2.08,80.58%
Jewellery & Watches,Bracelets,,BBTXEAD4D6A9B,earring,1,£2.99,£0.50,£0.42,£2.58,£2.08,80.58%
Jewellery & Watches,Bracelets,,BBTX5EDFBC9A5,pendant,1,£2.99,£0.50,£0.42,£2.58,£2.08,80.58%
Jewellery & Watches,Bracelets,,BBTXCF467A731,Silver bracelet (925),1,£99.99,£20.00,£13.33,£86.66,£66.66,76.92%
Jewellery & Watches,Bracelets,,BBTXEPWD9JGUH,9ct gold charm bracelet,1,£499.99,£300.00,£33.33,£466.66,£166.66,35.71%
Jewellery & Watches,Bracelets,,BBTXZN2WQO46Y,Michael Kors Bangle,1,£34.99,£15.00,£3.33,£31.66,£16.66,52.62%
Jewellery & Watches,Bracelets,,BBTXGE6CC62MZ,Swarovski tennis bracelet,1,£99.99,£40.00,£10.00,£89.99,£49.99,55.55%
Jewellery & Watches,Bracelets,,BBTXQWNU4HHNI,Bracelets,1,£30.00,£15.00,£2.50,£27.50,£12.50,45.45%
Jewellery & Watches,Bracelets,,BBTXMIM0TQXYZ,silver bling chain,1,£9.99,£5.00,£0.83,£9.16,£4.16,45.40%
Jewellery & Watches,Bracelets,,BBTXNLVFCIQTJ,Pandora Bracelet + 9 charms,1,£149.99,£60.00,£15.00,£134.99,£74.99,55.55%
Jewellery & Watches,Bracelets,,BBTXIWTNIU8ZY,warren james silver torque bangle,1,£14.99,£7.00,£1.33,£13.66,£6.66,48.75%
Jewellery & Watches,Bracelets,,BBTXXJY3WUAXT,lauren ralph silver two toned bangle,1,£99.99,£30.00,£11.66,£88.32,£58.32,66.03%
Jewellery & Watches,Bracelets,,BBTX2XJBAFICY,16.12g earring,1,£12.99,£2.50,£1.75,£11.24,£8.74,77.76%
Jewellery & Watches,Bracelets,,BBTXDKSVHE95P,11.74G 375 BRACELET,1,£449.99,£150.00,£50.00,£399.99,£249.99,62.50%
Jewellery & Watches,Bracelets,,BBTX8PYBS4ML8,Bracelets pandora snake bracelet,1,£40.00,£25.00,£2.50,£37.50,£12.50,33.33%
Jewellery & Watches,Bracelets,,BBTXFJMD2YL4J,Cartier Bracelet no box or certificate,1,£0.01,£20.00,£0.00,£0.01,-£19.99,"-199,900.00%"
Jewellery & Watches,Bracelets,,BBTXTGG2CEVFL,9.90g 375 bracelet,1,£299.99,£200.00,£16.66,£283.33,£83.33,29.41%
Jewellery & Watches,Bracelets,,BBTXHVCHMKYTR,pandora me Bracelet,1,£149.99,£35.00,£19.16,£130.83,£95.83,73.25%
Jewellery & Watches,Bracelets,,BBTXUQCV4OXDD,pandora me Bracelets,1,£120.00,£35.00,£14.17,£105.83,£70.83,66.93%
Jewellery & Watches,Bracelets,,BBTXVFV1N5MBO,pandora me Bracelets,1,£140.00,£30.00,£18.33,£121.67,£91.67,75.34%
Jewellery & Watches,Bracelets,,BBTXWGJPIQAU5,silver beaverbrooks bracelet,1,£59.99,£25.00,£5.83,£54.16,£29.16,53.84%
Jewellery & Watches,Bracelets,,BBTX1TK4JKYIY,9ct gold bracelet 4.86G,1,£149.99,£50.00,£16.66,£133.33,£83.33,62.50%
Jewellery & Watches,Bracelets,,BBTXAK5GPH5TP,325 Bracelet,1,£79.99,£25.00,£9.16,£70.82,£45.82,64.70%
Jewellery & Watches,Bracelets,,BBTXKQ4CX89VU,Charm Bracelet w/ 10 charms,1,£7.99,£3.00,£0.83,£7.16,£4.16,58.09%
Jewellery & Watches,Bracelets,,BBTXMUP2WTI7Q,Silver Bracelet with lots of charms,1,£199.99,£100.00,£16.66,£183.33,£83.33,45.45%
Jewellery & Watches,Bracelets,,BBTXABHND0OHK,9ct Bracelet,1,£299.99,£100.00,£33.33,£266.66,£166.66,62.50%
Jewellery & Watches,Bracelets,,BBTX0G7DBNNNR,9ct gold clasp bracelet (375) (scrap),1,£109.99,£45.00,£10.83,£99.16,£54.16,54.62%
Jewellery & Watches,Bracelets,,BBTXA9E19EC72,Pandora Studded Chain Bracelet W/ 4 Charms,1,£64.99,£20.00,£7.50,£57.49,£37.49,65.21%
Jewellery & Watches,Bracelets,,BBTX81F6EF28A,Pandora Heart T Bar Bracelet,1,£34.99,£15.00,£3.33,£31.66,£16.66,52.62%
Jewellery & Watches,Bracelets,,BBTXJGE2TLERZ,9.50G SILVER MIX,1,£29.00,£10.00,£3.17,£25.83,£15.83,61.29%
Jewellery & Watches,Bracelets,,BBTX9RRN2CJU5,9kt bracelet,1,£0.01,£60.00,£0.00,£0.01,-£59.99,"-599,900.00%"
Jewellery & Watches,Bracelets,,BBTXSPAN4RVAU,Philip Jones silver plated Nan bracelet,1,£15.00,£8.00,£1.17,£13.83,£5.83,42.17%
Jewellery & Watches,Bracelets,,BBTX3MP9HQG8R,Charm Bracelet,1,£0.01,£2.00,£0.00,£0.01,-£1.99,"-19,900.00%"
Jewellery & Watches,Bracelets,,BBTXC3KOMIODZ,21.60g Silver Bracelet,1,£15.00,£5.00,£1.67,£13.33,£8.33,62.50%
Jewellery & Watches,Bracelets,,BBTX6GBSED0ZL,Curb Link Bracelet [DP],1,£10.00,£5.00,£0.83,£9.17,£4.17,45.45%
Jewellery & Watches,Bracelets,,BBTXWRPSYUWFQ,"2.50G Silver Bracelet, Boxed [DP]",1,£15.00,£5.00,£1.67,£13.33,£8.33,62.50%
Jewellery & Watches,Bracelets,,BBTXHRU5H4MUS,SILVER CHARM BRACELET 25.62,1,£25.00,£10.00,£2.50,£22.50,£12.50,55.56%
Jewellery & Watches,Bracelets,,BBTXSRQ9OUNF1,[DP] Stainless Steel Bracelet,1,£9.99,£3.00,£1.16,£8.82,£5.82,66.01%
Jewellery & Watches,Bracelets,,BBTXAV3YFYSTO,Silver Bracelet and Ring,1,£30.00,£15.00,£2.50,£27.50,£12.50,45.45%
Jewellery & Watches,Bracelets,,BBTXDB027803B,Earrings,1,£5.00,£2.00,£0.50,£4.50,£2.50,55.56%
Jewellery & Watches,Bracelets,,BBTX216D80C8C,Necklace,1,£5.00,£2.00,£0.50,£4.50,£2.50,55.56%
Jewellery & Watches,Bracelets,,BBTXI48WBJMXC,32.54G 9CT BANGLE DP,1,"£1,200.00",£800.00,£66.67,"£1,133.33",£333.33,29.41%
Jewellery & Watches,Bracelets,,BBTXNOSZP1VPH,14.68g 9ct gold bracelet w/ 4 charms 9ct,1,£500.00,£400.00,£16.67,£483.33,£83.33,17.24%
Jewellery & Watches,Bracelets,,BBTX0C4YSVPAE,8 silver bracelets (dp),1,£180.00,£90.00,£15.00,£165.00,£75.00,45.45%
Jewellery & Watches,Bracelets,,BBTX66D406B7E,14.55g 925 silver bracelet,1,£30.00,£5.00,£4.17,£25.83,£20.83,80.65%
Jewellery & Watches,Bracelets,,BBTXC0CF48C77,20.66g 925 silver bracelet,1,£30.00,£5.00,£4.17,£25.83,£20.83,80.65%
Jewellery & Watches,Bracelets,,BBTXHAA2FA4Y0,silver watch,1,£39.99,£15.00,£4.16,£35.82,£20.83,58.13%
Jewellery & Watches,Bullion / Bars (VAT Exempt),,BBTXFG31LZ209,[DP] Umicore Feinsilber 999 250g Silver Cast Bar,1,£1.00,£230.00,£0.00,£1.00,-£229.00,"-22,900.00%"
Jewellery & Watches,Bullion / Bars (VAT Exempt),,BBTXPPTGSYPSQ,[DP] Scottsdale Silver 999 Fine Silver One Troy Ounce 1 Bars Bullion In God We Trust,1,£1.00,£30.00,£0.00,£1.00,-£29.00,"-2,900.00%"
Jewellery & Watches,Chains,,BBTX8EE2C3313,Chains,1,£180.00,£70.00,£18.33,£161.67,£91.67,56.70%
Jewellery & Watches,Chains,,BB51113W7SVKW,RETAIL ITEMS,-1,-£39.99,-£20.00,-£3.33,-£36.66,-£16.66,45.44%
Jewellery & Watches,Chains,,BB51C03WG2MUS,Silver Mum / Daughter / Bracelet,-1,-£9.99,-£4.00,-£1.00,-£8.99,-£4.99,55.51%
Jewellery & Watches,Chains,,BB51533WG2EXD,Ankle Bracelet,-1,-£5.00,-£1.00,-£0.67,-£4.33,-£3.33,76.92%
Jewellery & Watches,Chains,,BBTX96SHVJXJW,Chain with cross 375 1.47g,1,£59.99,£30.00,£5.00,£54.99,£24.99,45.45%
Jewellery & Watches,Chains,,BBTXXLKBGXLQZ,9ct 'MUM' Chain and Pendant,1,£49.99,£25.00,£4.16,£45.82,£20.83,45.44%
Jewellery & Watches,Chains,,BBTXBFEA7E428,9ctHM Figaro Chain and T Bar,-1,-£109.99,-£50.00,-£10.00,-£99.99,-£49.99,50.00%
Jewellery & Watches,Chains,,BBTX059849173,9ct chain,1,£689.99,£300.00,£65.00,£624.99,£324.99,52.00%
Jewellery & Watches,Chains,,BBTXC936EEB26,9ct gold chain (375) with jade pendant,1,£39.99,£15.00,£4.16,£35.82,£20.83,58.13%
Jewellery & Watches,Chains,,BBTX03EE3BFF6,Chain with jade elephant pendant,1,£24.99,£5.00,£3.33,£21.66,£16.66,76.91%
Jewellery & Watches,Chains,,BBTX21AF308B1,Silver chain,1,£7.99,£3.00,£0.83,£7.16,£4.16,58.09%
Jewellery & Watches,Chains,,BBTX2B297E007,Chains,1,£89.99,£65.00,£4.16,£85.82,£20.82,24.26%
Jewellery & Watches,Chains,,BBTX400E9566E,Tourtoise Broach,1,£9.99,£2.00,£1.33,£8.66,£6.66,76.90%
Jewellery & Watches,Chains,,BBTX6A240AF24,Decrative Plate,1,£4.99,£0.50,£0.75,£4.24,£3.74,88.21%
Jewellery & Watches,Chains,,BBTXBAC263DD7,Elizabeth 1952-2012 coin,1,£14.99,£5.00,£1.66,£13.33,£8.33,62.48%
Jewellery & Watches,Chains,,BBTXCFD6EA723,Chains - Silver,1,£4.99,£2.50,£0.42,£4.58,£2.08,45.36%
Jewellery & Watches,Chains,,BBTX0CF54E3E7,Neckalce with pendant,1,£49.99,£20.00,£5.00,£44.99,£24.99,55.55%
Jewellery & Watches,Chains,,BBTX89E96CB1D,gold necklave with pendant,1,£229.99,£140.00,£15.00,£214.99,£74.99,34.88%
Jewellery & Watches,Chains,,BBTXB43DABD01,silver Chain 29.20g,1,£49.99,£15.00,£5.83,£44.16,£29.16,66.03%
Jewellery & Watches,Chains,,BBTX813E2F4FF,Chains,1,£7.99,£2.50,£0.92,£7.08,£4.58,64.66%
Jewellery & Watches,Chains,,BBTX030F1AB32,Chains,1,£7.99,£2.50,£0.92,£7.08,£4.58,64.66%
Jewellery & Watches,Chains,,BBTX2D8637335,9ct gold chain (375) 34.28G,1,"£1,119.99",£600.00,£86.66,"£1,033.32",£433.33,41.94%
Jewellery & Watches,Chains,,BBTXJLUUGRB16,14ct gold bracelet with various stones,1,£299.99,£80.00,£36.66,£263.33,£183.33,69.62%
Jewellery & Watches,Chains,,BBTXYF6TPXQ8L,Gold Plated cross and chain,1,£29.99,£10.00,£3.33,£26.66,£16.66,62.49%
Jewellery & Watches,Chains,,BBTXAK6L7DJWD,18.10g 375 chain,1,£699.99,£300.00,£66.66,£633.32,£333.33,52.63%
Jewellery & Watches,Chains,,BBTXR6BPK43K4,silver chain with opal stone,1,£19.99,£5.00,£2.50,£17.49,£12.49,71.41%
Jewellery & Watches,Chains,,BBTXYUEUJSEKU,Stainless Steel Chain with pendant cross,1,£29.99,£15.00,£2.50,£27.49,£12.49,45.44%
Jewellery & Watches,Chains,,BBTXVKMRSXT4G,15.68g chain,1,£579.99,£150.00,£71.66,£508.33,£358.33,70.49%
Jewellery & Watches,Chains,,BBTXFIWCT10WR,"necklace, bracelet, 3 rings",1,£50.00,£25.00,£4.17,£45.83,£20.83,45.45%
Jewellery & Watches,Chains,,BBTXGJKNKRB5K,Chains,1,£19.99,£10.00,£1.66,£18.32,£8.32,45.43%
Jewellery & Watches,Chains,,BBTXOEE9Q3DHS,pandora safety chain,1,£49.99,£15.00,£5.83,£44.16,£29.16,66.03%
Jewellery & Watches,Chains,,BBTXKT5IEDLX5,Chains,1,£79.99,£30.00,£8.33,£71.66,£41.66,58.13%
Jewellery & Watches,Chains,,BBTXRNYVX08MB,Chains,1,£59.99,£20.00,£6.66,£53.32,£33.32,62.49%
Jewellery & Watches,Chains,,BBTXBHIYQSMRJ,Chains for bracelt,1,£12.99,£5.00,£1.33,£11.66,£6.66,57.11%
Jewellery & Watches,Chains,,BBTXZFIB7J56H,Chains,1,£0.00,£0.00,£0.00,£0.00,£0.00,0.00%
Jewellery & Watches,Chains,,BBTX1MDPLL8KS,925 9.84g chain,1,£20.00,£10.00,£1.67,£18.33,£8.33,45.45%
Jewellery & Watches,Chains,,BBTXGRDIAP17U,9ct gold chain 2.20G,1,£44.99,£20.00,£4.16,£40.82,£20.83,51.01%
Jewellery & Watches,Chains,,BBTXL9609ZK6C,Granpa pocket watch,1,£29.99,£10.00,£3.33,£26.66,£16.66,62.49%
Jewellery & Watches,Chains,,BBTXIB3QMJMFF,jade bangle,1,£29.99,£10.00,£3.33,£26.66,£16.66,62.49%
Jewellery & Watches,Chains,,BBTXH8KZ6XJF6,9ct gold bracelet,1,£139.99,£75.00,£10.83,£129.16,£54.16,41.93%
Jewellery & Watches,Chains,,BBTXOCV277QK5,925 silver chain,1,£9.99,£5.00,£0.83,£9.16,£4.16,45.40%
Jewellery & Watches,Chains,,BBTXRIVIAUAKZ,9ct (375) gold ring 2.7G,1,£89.99,£40.00,£8.33,£81.66,£41.66,51.02%
Jewellery & Watches,Chains,,BBTXK80WNPJQL,"62.80 g silver (3x chain, 1x bracelet)",1,£0.00,£22.50,£0.00,£0.00,-£22.50,0.00%
Jewellery & Watches,Chains,,BBTXC5ZQR2BNT,9ct red stones necklace,1,£200.00,£100.00,£16.67,£183.33,£83.33,45.45%
Jewellery & Watches,Chains,,BBTX5AGDXL0BV,gold chain 2.96g,1,£120.00,£60.00,£10.00,£110.00,£50.00,45.45%
Jewellery & Watches,Chains,,BBTXSK8MPERTM,192.7G Stamped Silver *NEEDS SPLIT*,1,£300.00,£100.00,£33.33,£266.67,£166.67,62.50%
Jewellery & Watches,Charms,Other,BBTX2CB35191C,Charms,1,£5.99,£1.00,£0.83,£5.16,£4.16,80.61%
Jewellery & Watches,Charms,Other,BBTXFEB979960,Charms,-1,-£5.99,-£1.00,-£0.83,-£5.16,-£4.16,80.61%
Jewellery & Watches,Charms,Other,BBTX723F83EAE,Charms,-1,-£5.99,-£1.00,-£0.83,-£5.16,-£4.16,80.61%
Jewellery & Watches,Charms,Other,BBTX52FBC2383,Charms,-1,-£5.99,-£1.00,-£0.83,-£5.16,-£4.16,80.61%
Jewellery & Watches,Charms,Other,BBTXD309455CD,Charms,-1,-£5.99,-£1.00,-£0.83,-£5.16,-£4.16,80.61%
Jewellery & Watches,Charms,Other,BBTX3A1A29888,Charms,-1,-£5.99,-£1.00,-£0.83,-£5.16,-£4.16,80.61%
Jewellery & Watches,Charms,Other,BBTX4DD3190D6,Charms,-1,-£5.99,-£1.00,-£0.83,-£5.16,-£4.16,80.61%
Jewellery & Watches,Charms,Other,BBTX020F73F1C,Charms,-1,-£5.99,-£1.00,-£0.83,-£5.16,-£4.16,80.61%
Jewellery & Watches,Charms,Other,BBTXCFE2C65A4,Charms,-1,-£5.99,-£1.00,-£0.83,-£5.16,-£4.16,80.61%
Jewellery & Watches,Charms,Other,BBTX78574C109,Charms,-1,-£5.99,-£1.00,-£0.83,-£5.16,-£4.16,80.61%
Jewellery & Watches,Charms,Other,BBTXAE1A5D728,Charms,-1,-£5.99,-£1.00,-£0.83,-£5.16,-£4.16,80.61%
Jewellery & Watches,Charms,Other,BBTX52307ADDC,Charms,-1,-£5.99,-£1.00,-£0.83,-£5.16,-£4.16,80.61%
Jewellery & Watches,Charms,Other,BBTXFF8DFD408,Charms,-1,-£5.99,-£1.00,-£0.83,-£5.16,-£4.16,80.61%
Jewellery & Watches,Charms,Other,BBTX4CD14E44E,Rhona and sutton,1,£25.00,£15.00,£1.67,£23.33,£8.33,35.71%
Jewellery & Watches,Charms,Other,BBTX886868D2F,Lock charm (375) (clasp loose),1,£39.99,£30.00,£1.66,£38.32,£8.33,21.72%
Jewellery & Watches,Charms,Other,BBTXTGVAWFTVP,unnoficial charms,1,£4.99,£2.50,£0.42,£4.58,£2.08,45.36%
Jewellery & Watches,Charms,Other,BBTXOHMROXLF8,unnoficial charms,1,£4.99,£2.50,£0.42,£4.58,£2.08,45.36%
Jewellery & Watches,Charms,Other,BBTXR5VDWDHTP,unnoficial charms,1,£4.99,£2.50,£0.42,£4.58,£2.08,45.36%
Jewellery & Watches,Charms,Other,BBTXRPSTBXEQY,unnoficial charms,1,£4.99,£2.50,£0.42,£4.58,£2.08,45.36%
Jewellery & Watches,Charms,Other,BBTX7XSAODS72,unnoficial charms,1,£4.99,£2.50,£0.42,£4.58,£2.08,45.36%
Jewellery & Watches,Charms,Other,BBTXCXLGR9KFR,unnoficial charms,1,£4.99,£2.50,£0.42,£4.58,£2.08,45.36%
Jewellery & Watches,Charms,Other,BBTXUT2PBJMLN,unnoficial charms,1,£4.99,£2.50,£0.42,£4.58,£2.08,45.36%
Jewellery & Watches,Charms,Other,BBTXLLFBFWPRI,unnoficial charms,1,£4.99,£2.50,£0.42,£4.58,£2.08,45.36%
Jewellery & Watches,Charms,Other,BBTXG9JRZQTNA,unnoficial charms,1,£4.99,£2.50,£0.42,£4.58,£2.08,45.36%
Jewellery & Watches,Charms,Other,BBTXEBS6UBWS6,unnoficial charms,1,£4.99,£2.50,£0.42,£4.58,£2.08,45.36%
Jewellery & Watches,Charms,Other,BBTXVTTVLWIB2,unnoficial charms,1,£4.99,£2.50,£0.42,£4.58,£2.08,45.36%
Jewellery & Watches,Charms,Other,BBTXPZLOAKSZV,unnoficial charms,1,£4.99,£2.50,£0.42,£4.58,£2.08,45.36%
Jewellery & Watches,Charms,Other,BBTXE7JHBLFNY,unnoficial charms,1,£4.99,£2.50,£0.42,£4.58,£2.08,45.36%
Jewellery & Watches,Charms,Other,BBTXNV1HLQAPC,unnoficial charms,1,£4.99,£2.50,£0.42,£4.58,£2.08,45.36%
Jewellery & Watches,Charms,Other,BBTXIYKU0XOPB,unnoficial charms,1,£4.99,£2.50,£0.42,£4.58,£2.08,45.36%
Jewellery & Watches,Charms,Other,BBTXU4UN1VYJX,unnoficial charms,1,£4.99,£2.50,£0.42,£4.58,£2.08,45.36%
Jewellery & Watches,Charms,Other,BBTXTNL76YR0A,unnoficial charms,1,£4.99,£2.50,£0.42,£4.58,£2.08,45.36%
Jewellery & Watches,Charms,Other,BBTXEPW2APFZS,bracelet with 3 charms,1,£39.99,£20.00,£3.33,£36.66,£16.66,45.44%
Jewellery & Watches,Charms,Other,BBTX2QWFWSELY,silver ring 925,1,£9.99,£5.00,£0.83,£9.16,£4.16,45.40%
Jewellery & Watches,Charms,Other,BBTXWRSROUTN6,375 cross pendant,1,£19.99,£5.00,£2.50,£17.49,£12.49,71.41%
Jewellery & Watches,Charms,Other,BBTXUED3ZSSIU,charms,1,£7.99,£2.50,£0.92,£7.08,£4.58,64.66%
Jewellery & Watches,Charms,Other,BBTXLADB9RGEQ,charms,1,£7.99,£2.50,£0.92,£7.08,£4.58,64.66%
Jewellery & Watches,Charms,Other,BBTX12HSW27WH,charms,1,£7.99,£2.50,£0.92,£7.08,£4.58,64.66%
Jewellery & Watches,Charms,Other,BBTXFFP7NYJVT,Other,1,£0.00,£0.00,£0.00,£0.00,£0.00,0.00%
Jewellery & Watches,Charms,Other,BBTXXN5LQQXU7,PANDORA BRACELET WITH ONE CHARM,1,£49.99,£22.00,£4.66,£45.32,£23.33,51.46%
Jewellery & Watches,Charms,Other,BBTXXBBRBZZUY,accurist 917200,1,£20.00,£10.00,£1.67,£18.33,£8.33,45.45%
Jewellery & Watches,Charms,Other,BBTXLPYGJQS4H,[DP] Vivienne Westwood Necklant Necklace,1,£14.99,£5.00,£1.66,£13.33,£8.33,62.48%
Jewellery & Watches,Charms,Other,BBTX9J4IONH7O,[DP] Pandora February Eternity Circle Dangle,1,£14.99,£5.00,£1.66,£13.33,£8.33,62.48%
Jewellery & Watches,Charms,Other,BBTXEWPEB0HJI,Tommy hilfiger watch,1,£75.00,£37.00,£6.33,£68.67,£31.67,46.12%
Jewellery & Watches,Charms,Other,BBTXCNS2Y8OKN,jewellery bundle,1,£150.00,£15.00,£22.50,£127.50,£112.50,88.24%
Jewellery & Watches,Charms,Pandora,BBTXCE1B8531B,Pandora braclet +8 charms,3,£224.97,£150.00,£12.49,£212.47,£62.47,29.40%
Jewellery & Watches,Charms,Pandora,BBTX66679D681,Pandora,-1,-£11.99,-£5.00,-£1.16,-£10.82,-£5.82,53.81%
Jewellery & Watches,Charms,Pandora,BBTXAP2QT1V7K,Pandora braclet + 8 charms,1,£99.99,£50.00,£8.33,£91.66,£41.66,45.45%
Jewellery & Watches,Charms,Pandora,BBTXEE40DDA54,Pandora gold lock charm,1,£15.00,£2.50,£2.08,£12.92,£10.42,80.65%
Jewellery & Watches,Charms,Pandora,BBTX6A295A7AC,Pandora love you mum charm,1,£15.00,£5.00,£1.67,£13.33,£8.33,62.50%
Jewellery & Watches,Charms,Pandora,BBTXAE7B59198,Pandora heart mother Charm,1,£15.00,£5.00,£1.67,£13.33,£8.33,62.50%
Jewellery & Watches,Charms,Pandora,BBTX9D19E2B95,Pandora turtle Charm,1,£15.00,£5.00,£1.67,£13.33,£8.33,62.50%
Jewellery & Watches,Charms,Pandora,BBTX4D11F4948,Pandora dog heart  Charm,1,£10.00,£5.00,£0.83,£9.17,£4.17,45.45%
Jewellery & Watches,Charms,Pandora,BBTX349A572A2,Pandora tree of life Charm,1,£15.00,£5.00,£1.67,£13.33,£8.33,62.50%
Jewellery & Watches,Charms,Pandora,BBTXEB893ED3A,Pandora christmas tree Charm,1,£12.00,£5.00,£1.17,£10.83,£5.83,53.85%
Jewellery & Watches,Charms,Pandora,BBTX9801D0DD3,Pandora heart Charm,1,£10.00,£5.00,£0.83,£9.17,£4.17,45.45%
Jewellery & Watches,Charms,Pandora,BBTX185F2469D,Pandora Charm,1,£9.99,£5.00,£0.83,£9.16,£4.16,45.40%
Jewellery & Watches,Charms,Pandora,BBTXE0CF50518,Pandora Charm,1,£9.99,£5.00,£0.83,£9.16,£4.16,45.40%
Jewellery & Watches,Charms,Pandora,BBTX009030759,Pandora Charm,1,£9.99,£5.00,£0.83,£9.16,£4.16,45.40%
Jewellery & Watches,Charms,Pandora,BBTXEA36BF5EA,Pandora Charm,1,£9.99,£5.00,£0.83,£9.16,£4.16,45.40%
Jewellery & Watches,Charms,Pandora,BBTX9D9539FFF,Pandora Charm,1,£9.99,£5.00,£0.83,£9.16,£4.16,45.40%
